Customer ID,Age,Gender,Location,Income Level,Purchase Date, Purchase Value ,Items Purchased,Quantity,First Purchase Date,Last Purchase Date,Time Since Last Purchase, Total Spending , Average Order Value ,Number of Purchases,Average Time Between Purchases,Repeat Purchase Rate,Website Visits,Click-Through Rate,Time Spent on Website
8904,28,Female,Davidfurt,Low,29-04-2023, $164.94 ,Smartphone,5,03-11-2021,29-01-2022,421, $689.15 , $137.83 ,9,56.67,83%,15,0.05,438
6465,57,Male,Vickieport,High,26-06-2022, $100.35 ,Headphones,4,29-07-2022,05-06-2023,-88," $1,069.10 ", $267.27 ,8,24,35%,38,0.07,174
8794,61,Male,Cisnerosmouth,Medium,16-03-2023, $56.13 ,Camera,5,03-10-2021,11-12-2021,428," $1,948.53 ", $389.71 ,4,149,26%,45,0.06,460
3968,22,Male,West Marychester,Low,31-10-2022, $147.12 ,Camera,2,22-03-2023,27-03-2023,27, $439.41 , $219.71 ,10,5.6,7%,30,0.09,330
4599,62,Male,South Chelsea,High,30-05-2023, $406.20 ,Smartphone,2,20-05-2023,05-06-2023,-124," $2,947.31 "," $1,473.65 ",4,7.25,2%,46,0.04,309
2796,42,Male,Hernandezbury,Low,16-11-2022, $63.73 ,Headphones,1,04-04-2023,14-05-2023,-90," $2,479.47 "," $2,479.47 ",1,-82,27%,22,0.07,30
5837,21,Female,Port Rickeyberg,Medium,06-12-2022, $236.74 ,Camera,4,07-02-2022,30-04-2022,299," $3,351.12 ", $837.78 ,6,82,67%,27,0.09,307
8982,55,Female,Duranmouth,Low,26-01-2023, $317.81 ,Headphones,5,29-12-2021,23-02-2023,62, $688.82 , $137.76 ,5,105.4,99%,17,0.06,41
9595,27,Female,Charleston,Low,01-03-2023, $362.96 ,Smartwatch,3,02-04-2022,01-09-2022,296," $3,901.55 "," $1,300.52 ",5,82.6,28%,18,0.09,534
8333,36,Male,Pattersonville,Low,17-11-2022, $434.41 ,Laptop,3,04-04-2023,06-04-2023,68," $1,610.14 ", $536.71 ,2,-9.5,27%,24,0.03,592
6609,27,Male,North Taraberg,High,18-10-2022, $133.17 ,Headphones,4,29-06-2022,17-12-2022,179," $1,879.64 ", $469.91 ,5,46.4,91%,49,0.02,210
4461,28,Female,Wilsonmouth,High,27-05-2023, $473.10 ,Smartphone,2,11-07-2021,03-08-2021,627," $2,554.33 "," $1,277.16 ",10,63.5,21%,22,0.04,526
5195,31,Female,Bakermouth,Medium,07-11-2022, $165.11 ,Camera,1,22-02-2023,16-03-2023,3," $4,752.66 "," $4,752.66 ",4,26.75,99%,46,0.03,373
8160,24,Female,North Lisastad,Medium,21-06-2023, $462.38 ,Tablet,1,19-12-2021,22-06-2022,265," $1,651.81 "," $1,651.81 ",7,65.57,60%,28,0.07,186
9747,63,Male,South Heather,High,15-08-2022, $278.80 ,Laptop,5,03-11-2021,05-12-2021,408," $1,119.18 ", $223.84 ,1,528,59%,36,0.09,332
3998,28,Female,Port Matthewchester,Low,01-07-2022, $328.24 ,Smartwatch,2,09-03-2023,21-03-2023,-25," $3,905.35 "," $1,952.67 ",8,-3.5,18%,4,0.04,519
7633,34,Male,Riveraport,Low,22-01-2023, $177.13 ,Camera,5,16-07-2022,14-02-2023,70," $3,176.61 ", $635.32 ,1,296,21%,17,0.04,179
5105,57,Female,North Johnhaven,Medium,07-01-2023, $499.85 ,Smartphone,5,22-03-2022,13-12-2022,113," $1,573.79 ", $314.76 ,3,129.67,75%,4,0.07,112
7472,29,Male,East Staceymouth,High,26-11-2022, $209.48 ,Camera,2,27-08-2021,05-01-2023,87, $299.93 , $149.97 ,6,87.33,10%,7,0.03,566
3074,39,Male,Lake Francesshire,Low,28-01-2023, $398.11 ,Tablet,1,28-10-2022,06-05-2023,-47," $1,395.35 "," $1,395.35 ",7,28.57,0%,34,0.06,114
2160,32,Male,Port Christineshire,Low,17-10-2022, $320.60 ,Smartphone,1,03-06-2023,15-06-2023,-77," $4,433.90 "," $4,433.90 ",3,-42.67,47%,6,0.06,381
2177,28,Male,Russellfurt,High,13-07-2022, $155.70 ,Camera,4,14-03-2023,16-05-2023,-111," $1,576.13 ", $394.03 ,2,10.5,5%,29,0.1,58
2105,33,Male,Lake Jackchester,High,13-07-2022, $331.07 ,Tablet,3,21-11-2022,11-01-2023,87," $3,906.23 "," $1,302.08 ",8,22.62,19%,28,0.06,121
1833,30,Male,Ritahaven,High,01-05-2023, $92.32 ,Laptop,4,08-03-2023,05-06-2023,-30," $1,523.95 ", $380.99 ,10,9.5,4%,37,0.05,382
3088,63,Male,Michaelport,Medium,28-03-2023, $126.57 ,Camera,3,16-06-2022,24-10-2022,228," $3,887.77 "," $1,295.92 ",1,244,56%,37,0.05,273
6750,39,Female,South Karen,High,02-07-2022, $240.72 ,Smartphone,3,06-08-2022,05-01-2023,99," $4,861.64 "," $1,620.55 ",2,141,16%,49,0.05,190
2469,65,Male,Maryberg,Medium,28-03-2023, $401.75 ,Laptop,1,27-01-2022,11-03-2022,442," $4,630.86 "," $4,630.86 ",9,46.44,13%,22,0.09,242
3880,58,Male,West John,Low,26-06-2023, $151.31 ,Smartphone,1,16-10-2022,21-01-2023,16, $642.49 , $642.49 ,7,18.29,48%,36,0.07,509
1728,28,Female,Larryhaven,High,29-06-2022, $134.13 ,Smartphone,3,25-03-2023,25-04-2023,-55," $4,797.80 "," $1,599.27 ",3,2.67,71%,43,0.04,96
9770,20,Female,West Stephanie,High,16-07-2022, $229.02 ,Smartphone,2,05-12-2021,05-02-2023,17," $1,670.44 ", $835.22 ,9,48.78,97%,47,0.03,496
9569,49,Male,Josechester,Medium,19-07-2022, $468.19 ,Camera,2,08-05-2022,20-11-2022,119," $2,503.20 "," $1,251.60 ",9,40.67,5%,24,0.04,49
6262,30,Male,North Joseph,Low,23-12-2022, $189.46 ,Smartwatch,1,30-04-2023,19-05-2023,-7," $1,229.38 "," $1,229.38 ",4,10,21%,32,0.1,592
2352,21,Female,New Stephaniehaven,Medium,04-11-2022, $295.70 ,Camera,5,25-08-2022,19-04-2023,-54," $4,164.48 ", $832.90 ,6,48.67,44%,9,0.06,518
2778,38,Male,Burnettton,Medium,09-08-2022, $335.26 ,Camera,1,02-08-2022,26-08-2022,298," $4,478.43 "," $4,478.43 ",4,64.5,73%,46,0.03,495
5649,29,Male,Lake Nancymouth,Medium,03-04-2023, $368.52 ,Headphones,3,19-02-2022,06-07-2022,285," $4,191.74 "," $1,397.25 ",6,78.5,51%,1,0.05,600
8502,46,Female,Whitechester,High,09-03-2023, $421.48 ,Headphones,2,31-07-2021,27-04-2022,411," $1,629.13 ", $814.57 ,10,58.5,44%,21,0.07,536
2866,63,Female,Andrewland,Medium,07-01-2023, $446.54 ,Laptop,1,18-09-2022,02-06-2023,-94," $3,364.79 "," $3,364.79 ",8,19.5,3%,36,0.09,474
8570,59,Female,West Joshua,High,08-08-2022, $435.20 ,Smartphone,2,21-07-2022,19-10-2022,202, $299.34 , $149.67 ,10,25,11%,27,0.05,227
4265,51,Female,Lake Shannonmouth,Low,23-07-2022, $175.30 ,Tablet,5,16-08-2022,04-04-2023,43," $3,401.88 ", $680.38 ,9,28.22,59%,12,0.09,162
9640,40,Female,Cameronshire,Low,05-05-2023, $21.67 ,Tablet,5,16-10-2022,12-11-2022,211," $2,975.79 ", $595.16 ,7,17.29,66%,33,0.07,405
5050,18,Male,Melissaside,Medium,20-02-2023, $184.14 ,Headphones,3,14-09-2022,04-06-2023,0," $1,556.40 ", $518.80 ,3,54,14%,27,0.05,187
1445,46,Female,South Steven,Medium,22-09-2022, $90.35 ,Headphones,1,10-12-2022,27-12-2022,103," $1,425.12 "," $1,425.12 ",1,71,94%,19,0.09,418
2850,36,Female,New Jessica,Low,24-02-2023, $324.30 ,Headphones,3,29-12-2022,14-01-2023,92, $488.65 , $162.88 ,10,17.4,33%,40,0.1,525
8376,58,Female,Hawkinsland,Low,21-10-2022, $474.47 ,Smartphone,1,03-02-2023,04-04-2023,-15, $528.10 , $528.10 ,6,10.17,63%,25,0.05,176
7249,62,Female,Zavalabury,Medium,07-05-2023, $83.14 ,Smartwatch,4,15-02-2023,20-04-2023,52," $3,535.96 ", $883.99 ,7,16.86,28%,50,0.07,56
2890,29,Male,Torresburgh,Medium,04-08-2022, $209.78 ,Laptop,1,15-01-2022,15-03-2022,341," $1,801.35 "," $1,801.35 ",9,41.44,70%,42,0.03,34
2955,65,Female,Dustinview,Low,07-05-2023, $336.79 ,Smartphone,1,26-09-2022,20-01-2023,80," $2,754.68 "," $2,754.68 ",10,18.3,8%,10,0.1,198
7652,30,Male,Navarromouth,Low,15-11-2022, $192.49 ,Tablet,3,19-06-2022,09-07-2022,304," $4,121.76 "," $1,373.92 ",6,35.67,51%,9,0.01,93
6569,46,Male,East Calvin,High,05-02-2023, $61.27 ,Smartphone,5,12-11-2022,05-04-2023,24, $271.29 , $54.26 ,6,32.33,31%,13,0.1,152
1288,21,Female,New Michele,High,17-03-2023, $25.29 ,Smartwatch,2,01-05-2022,05-09-2022,185, $786.67 , $393.33 ,5,66.2,71%,44,0.03,539
6993,37,Female,Lake James,Medium,19-11-2022, $55.92 ,Smartwatch,4,04-03-2023,19-03-2023,79, $712.00 , $178.00 ,10,-3.9,69%,11,0.08,292
7352,38,Male,Port Christina,High,29-03-2023, $353.58 ,Smartwatch,3,11-07-2021,14-11-2022,114," $3,481.36 "," $1,160.45 ",2,339.5,20%,11,0.08,161
6794,54,Female,Lake Josephbury,Low,22-04-2023, $304.16 ,Laptop,2,22-09-2021,11-11-2021,569," $1,537.17 ", $768.59 ,1,593,77%,2,0.09,309
8361,23,Male,Lake Laurenmouth,Low,30-05-2023, $123.98 ,Smartwatch,1,10-03-2022,02-09-2022,236," $2,494.03 "," $2,494.03 ",9,35.11,10%,21,0.08,330
5297,49,Male,Travismouth,High,07-05-2023, $494.09 ,Laptop,4,10-01-2023,13-06-2023,-8," $2,317.93 ", $579.48 ,1,167,13%,20,0.05,254
7952,29,Female,Espinozamouth,Low,10-03-2023, $348.96 ,Smartphone,2,07-09-2021,15-04-2022,389," $4,258.71 "," $2,129.36 ",8,61.25,13%,38,0.09,358
2039,49,Female,Scottfurt,Low,10-01-2023, $126.32 ,Smartwatch,4,28-05-2022,16-03-2023,94," $1,861.56 ", $465.39 ,1,272,19%,32,0.06,561
2947,32,Female,Sarahbury,High,24-04-2023, $134.22 ,Tablet,2,24-03-2022,15-05-2022,394," $1,669.28 ", $834.64 ,6,66.5,5%,28,0.1,142
9942,45,Male,Franciscotown,Medium,24-11-2022, $131.55 ,Smartphone,4,25-03-2022,26-08-2022,199," $3,888.76 ", $972.19 ,9,43.44,95%,38,0.03,292
8505,19,Female,Hermantown,Low,09-05-2023, $483.94 ,Headphones,4,10-01-2022,16-01-2022,482," $2,195.63 ", $548.91 ,1,382,86%,43,0.06,401
1971,38,Female,Alexanderville,Medium,03-06-2023, $109.63 ,Laptop,1,14-03-2023,21-04-2023,13," $3,190.31 "," $3,190.31 ",8,5.88,84%,25,0.04,323
5375,52,Female,Loriton,High,26-05-2023, $349.79 ,Smartphone,4,25-03-2023,03-05-2023,-78," $2,169.00 ", $542.25 ,10,-3.4,60%,47,0.06,358
1948,47,Male,West Valerie,Medium,05-03-2023, $88.58 ,Headphones,3,11-06-2022,14-02-2023,-35," $3,814.14 "," $1,271.38 ",2,136.5,77%,12,0.1,33
7972,44,Male,Shermanton,High,25-11-2022, $414.16 ,Smartwatch,1,27-02-2023,06-06-2023,-81," $2,080.87 "," $2,080.87 ",3,-2,89%,33,0.01,162
5479,44,Female,New Matthew,Medium,31-07-2022, $77.27 ,Smartphone,1,20-04-2023,25-05-2023,-109," $3,987.80 "," $3,987.80 ",9,5.67,80%,20,0.02,427
4162,59,Male,Lake Allison,Low,03-02-2023, $474.38 ,Camera,4,12-07-2021,08-08-2022,193," $2,919.16 ", $729.79 ,4,154.25,45%,8,0.07,37
3172,43,Female,Tinashire,High,29-07-2022, $491.67 ,Smartphone,3,10-11-2022,02-06-2023,-27," $4,424.60 "," $1,474.87 ",5,42.6,54%,26,0.06,136
2649,21,Male,North William,Medium,18-08-2022, $208.30 ,Camera,1,20-01-2022,19-03-2022,368, $964.27 , $964.27 ,9,52.33,31%,33,0.06,39
1703,39,Male,Warnershire,Low,27-05-2023, $245.68 ,Camera,2,03-08-2021,10-01-2022,441, $679.13 , $339.56 ,7,98,41%,19,0.04,90
2266,57,Female,Port Tara,Low,07-03-2023, $291.65 ,Smartphone,4,14-11-2022,07-06-2023,-101," $3,410.49 ", $852.62 ,10,11.4,50%,3,0.02,525
1326,65,Male,North Stephanie,High,18-09-2022, $264.24 ,Laptop,3,27-01-2023,10-06-2023,-96, $552.70 , $184.23 ,1,35,15%,8,0.02,32
2378,37,Male,New Anthonyville,High,31-05-2023, $303.81 ,Tablet,4,13-05-2022,09-04-2023,25," $1,311.36 ", $327.84 ,7,57.71,43%,33,0.03,177
9861,23,Male,Port Jessica,Low,08-11-2022, $277.82 ,Headphones,5,10-10-2021,11-02-2022,441," $1,129.39 ", $225.88 ,4,150.25,89%,42,0.1,517
3986,29,Female,Ibarraberg,Low,23-11-2022, $433.17 ,Smartwatch,4,11-12-2021,15-04-2022,369, $337.74 , $84.44 ,3,154.33,67%,40,0.1,117
8806,51,Male,Shannonberg,Medium,23-05-2023, $192.97 ,Laptop,3,06-11-2022,19-12-2022,130," $3,487.27 "," $1,162.42 ",7,30.14,64%,27,0.01,461
9094,55,Female,Reyeschester,Low,05-08-2022, $270.28 ,Laptop,3,24-07-2022,09-11-2022,201, $597.62 , $199.21 ,5,59,6%,48,0.04,76
7959,59,Male,Smithstad,Low,23-12-2022, $132.12 ,Smartwatch,1,01-11-2022,23-01-2023,43," $4,467.36 "," $4,467.36 ",9,18.78,48%,26,0.04,560
2491,45,Female,Novakshire,Low,29-09-2022, $335.94 ,Laptop,1,30-07-2022,25-01-2023,71," $2,800.13 "," $2,800.13 ",3,61.33,16%,25,0.07,58
3598,45,Female,West Christopher,Low,04-04-2023, $43.49 ,Laptop,5,06-03-2022,26-06-2022,212," $1,758.50 ", $351.70 ,8,54.62,66%,13,0.04,314
2042,53,Male,Clarkmouth,High,04-10-2022, $225.46 ,Smartphone,5,17-01-2023,19-06-2023,-105," $2,775.27 ", $555.05 ,1,0,25%,38,0.04,409
1551,39,Male,Jilltown,Medium,18-03-2023, $372.51 ,Tablet,5,02-06-2023,11-06-2023,-130," $2,174.14 ", $434.83 ,10,-5.5,86%,17,0.03,416
5649,48,Male,Stewartview,High,07-07-2022, $308.03 ,Tablet,5,02-06-2022,12-09-2022,132," $4,830.56 ", $966.11 ,3,121.33,73%,29,0.09,551
5804,62,Male,New Suzanneside,Medium,26-09-2022, $417.98 ,Tablet,3,03-06-2023,21-06-2023,-121," $4,363.11 "," $1,454.37 ",4,-12.5,73%,7,0.05,352
4024,44,Female,Melissaton,High,01-02-2023, $303.40 ,Smartphone,4,25-12-2022,06-03-2023,64, $221.20 , $55.30 ,9,9.11,99%,34,0.09,154
7534,39,Male,Wolfefort,Low,28-10-2022, $291.51 ,Headphones,2,24-03-2023,12-05-2023,22, $435.57 , $217.78 ,9,-3.56,29%,30,0.09,475
1572,63,Male,Shaunstad,High,19-01-2023, $190.11 ,Camera,2,22-03-2022,05-07-2022,353," $1,815.97 ", $907.99 ,4,111.25,67%,46,0.1,376
6263,61,Female,South Jason,Low,16-12-2022, $385.29 ,Smartphone,1,11-03-2022,06-05-2023,-15," $2,916.48 "," $2,916.48 ",6,59.33,15%,15,0.05,578
4247,44,Female,Port Eric,Low,23-07-2022, $216.40 ,Headphones,2,13-05-2022,09-03-2023,105," $3,606.98 "," $1,803.49 ",3,96.67,9%,39,0.01,487
1600,65,Female,Wesleybury,Low,26-01-2023, $52.50 ,Smartwatch,3,01-11-2021,10-11-2021,452," $1,980.63 ", $660.21 ,9,65.11,57%,20,0.03,316
2476,40,Male,Torreschester,Low,11-02-2023, $260.44 ,Smartphone,4,09-03-2022,17-03-2022,427, $243.54 , $60.88 ,1,442,0%,1,0.04,315
1577,24,Male,Kellystad,Low,05-07-2022, $415.05 ,Smartphone,1,19-09-2021,09-07-2022,260," $4,475.38 "," $4,475.38 ",8,69,95%,39,0.06,406
2864,54,Female,West Brandonborough,High,25-03-2023, $28.34 ,Tablet,1,12-07-2022,03-01-2023,43," $3,780.31 "," $3,780.31 ",1,176,52%,33,0.03,202
5026,30,Female,Mossmouth,Medium,22-03-2023, $360.76 ,Headphones,5,02-05-2022,29-03-2023,-85," $4,928.03 ", $985.61 ,1,397,48%,34,0.02,53
5368,23,Male,Dickersonbury,High,20-01-2023, $119.47 ,Smartphone,5,11-06-2023,16-06-2023,-143," $2,127.00 ", $425.40 ,4,-10.5,43%,19,0.03,325
7158,52,Female,Travisport,Low,14-07-2022, $83.01 ,Smartwatch,4,31-10-2021,15-06-2022,321," $3,156.44 ", $789.11 ,1,573,8%,44,0.06,31
7593,55,Female,North Jacobport,Low,08-05-2023, $382.69 ,Camera,4,08-11-2022,01-06-2023,-42," $4,700.36 "," $1,175.09 ",9,11.33,6%,37,0.06,270
3222,64,Male,Washingtonton,Low,14-11-2022, $41.95 ,Headphones,1,12-12-2021,01-06-2023,-85," $1,370.72 "," $1,370.72 ",7,67.57,85%,17,0.07,526
8614,46,Female,North Josephville,Low,20-07-2022, $323.76 ,Smartwatch,3,12-09-2021,28-02-2023,11," $2,745.26 ", $915.09 ,2,241,24%,13,0.05,245
6955,29,Male,New Daniel,Low,24-08-2022, $102.72 ,Smartphone,5,12-05-2023,13-06-2023,-107," $2,663.46 ", $532.69 ,2,-13,13%,23,0.07,460
6407,28,Female,Janeton,Medium,22-12-2022, $473.41 ,Smartphone,2,01-06-2023,04-06-2023,-24," $4,799.10 "," $2,399.55 ",1,-67,43%,50,0.02,532
9455,19,Male,North Christopherland,High,09-09-2022, $298.75 ,Laptop,4,06-12-2021,30-03-2023,84," $3,901.22 ", $975.30 ,2,281,80%,45,0.03,240
7635,61,Female,West William,Medium,01-09-2022, $308.49 ,Smartwatch,3,29-11-2022,07-05-2023,-32," $1,409.25 ", $469.75 ,9,18.56,4%,34,0.05,437
6175,46,Female,East Eric,Medium,24-02-2023, $491.32 ,Smartphone,5,03-11-2021,20-02-2022,352," $3,649.89 ", $729.98 ,1,584,65%,14,0.08,479
3879,44,Male,Mitchelltown,Medium,14-11-2022, $249.31 ,Smartwatch,1,05-01-2023,23-03-2023,-69," $1,351.03 "," $1,351.03 ",9,-0.44,91%,11,0.02,286
7512,51,Male,Whiteberg,Medium,30-10-2022, $352.28 ,Tablet,4,22-12-2021,25-02-2023,101," $3,613.45 ", $903.36 ,1,544,75%,18,0.06,326
9254,52,Male,Port Danielstad,Low,01-03-2023, $205.97 ,Camera,4,21-12-2022,10-06-2023,-71, $151.79 , $37.95 ,8,3,42%,46,0.05,70
4453,36,Male,Audreyfort,Low,21-11-2022, $392.65 ,Smartwatch,1,22-07-2021,23-05-2023,-15," $3,166.48 "," $3,166.48 ",6,94.5,78%,31,0.02,507
3668,26,Female,East Nicole,Low,15-09-2022, $490.43 ,Smartwatch,5,12-08-2022,02-04-2023,42," $1,260.07 ", $252.01 ,9,29.44,54%,31,0.08,266
7953,26,Female,North Davidland,Low,25-07-2022, $465.65 ,Smartphone,5,12-02-2022,18-08-2022,270," $3,957.60 ", $791.52 ,8,52.88,99%,39,0.02,124
8254,49,Female,Lake Jocelynville,Low,27-10-2022, $259.38 ,Tablet,2,02-12-2021,12-11-2022,130," $2,440.89 "," $1,220.44 ",3,175.33,27%,27,0.07,543
4833,26,Male,Whitneyville,Medium,28-09-2022, $478.89 ,Headphones,2,28-04-2023,01-05-2023,-94," $2,865.18 "," $1,432.59 ",9,5.33,100%,41,0.04,258
4817,36,Male,East Emilyborough,High,02-07-2022, $499.17 ,Tablet,1,15-03-2022,09-01-2023,28," $2,578.49 "," $2,578.49 ",6,60.17,23%,35,0.03,437
4027,65,Female,South Franciscoside,Medium,20-07-2022, $128.63 ,Tablet,3,10-01-2022,21-01-2023,51, $262.65 , $87.55 ,5,80.6,11%,17,0.1,38
7711,59,Male,New Andrewmouth,Medium,25-09-2022, $341.91 ,Camera,5,12-04-2022,19-01-2023,108," $3,735.49 ", $747.10 ,3,122,73%,14,0.03,213
1504,25,Female,New Kevin,Low,17-11-2022, $396.27 ,Smartphone,2,13-12-2022,05-02-2023,94, $514.43 , $257.21 ,7,11.29,58%,30,0.1,134
4554,37,Male,North Melaniestad,Low,19-10-2022, $271.61 ,Laptop,2,14-08-2021,17-01-2023,108, $625.21 , $312.61 ,7,91,46%,19,0.07,281
5080,46,Male,South Monicafurt,High,01-09-2022, $76.60 ,Tablet,5,18-04-2023,20-06-2023,-36," $4,871.59 ", $974.32 ,7,-13.29,88%,22,0.08,274
1300,60,Female,New Charles,High,05-10-2022, $453.53 ,Headphones,4,10-01-2022,27-11-2022,117," $1,513.04 ", $378.26 ,7,51.14,8%,32,0.02,365
4498,31,Female,Davisborough,Medium,28-03-2023, $303.48 ,Camera,4,28-04-2023,29-04-2023,-39," $2,151.54 ", $537.88 ,6,-13.5,63%,11,0.09,97
1185,26,Female,Lake Dillonside,Medium,30-10-2022, $425.14 ,Tablet,5,23-08-2021,02-03-2022,428," $1,031.86 ", $206.37 ,3,169.67,10%,36,0.06,212
6287,37,Male,Jameston,High,14-04-2023, $350.80 ,Tablet,2,06-01-2023,24-04-2023,-36," $2,269.18 "," $1,134.59 ",6,27.5,85%,32,0.02,492
2125,53,Male,Charlottefurt,Medium,18-10-2022, $11.48 ,Smartphone,2,30-07-2022,08-06-2023,-65," $1,801.89 ", $900.95 ,2,118,69%,30,0.05,123
2111,50,Female,Torresberg,Medium,18-01-2023, $420.86 ,Headphones,3,11-07-2022,25-09-2022,135," $4,021.32 "," $1,340.44 ",8,40.88,38%,22,0.05,474
1739,19,Male,Miguelview,Low,01-07-2022, $65.05 ,Headphones,4,08-04-2023,18-04-2023,-96," $1,622.83 ", $405.71 ,10,-3,34%,34,0.09,318
5596,25,Female,Ramirezberg,Medium,30-09-2022, $331.18 ,Tablet,3,01-01-2022,05-01-2022,456," $4,482.38 "," $1,494.13 ",5,89.6,56%,26,0.09,222
1695,63,Male,Patrickshire,High,22-06-2023, $50.88 ,Laptop,1,10-08-2021,02-06-2023,21," $3,467.56 "," $3,467.56 ",10,59.7,45%,21,0.01,169
2178,19,Male,North Rebeccaport,Medium,02-02-2023, $21.90 ,Headphones,1,26-08-2021,30-12-2021,513," $3,216.56 "," $3,216.56 ",9,72.67,3%,37,0.03,483
4789,65,Male,South Thomas,High,29-09-2022, $305.29 ,Tablet,5,30-01-2022,10-06-2023,-81, $440.77 , $88.15 ,3,166.67,80%,17,0.1,317
1105,65,Female,West Danielton,Medium,12-04-2023, $377.35 ,Smartwatch,1,20-01-2023,14-03-2023,87," $1,091.20 "," $1,091.20 ",5,12,82%,44,0.08,37
7404,59,Male,East Davidmouth,Medium,11-03-2023, $463.03 ,Tablet,5,23-06-2023,23-06-2023,-122," $3,582.86 ", $716.57 ,2,-43.5,97%,38,0.06,519
3779,46,Male,Joshuafort,High,28-02-2023, $383.73 ,Laptop,5,02-11-2021,28-10-2022,109," $4,679.21 ", $935.84 ,8,58.5,5%,32,0.02,447
7863,33,Female,Caseyview,High,28-06-2022, $277.77 ,Laptop,5,29-10-2022,01-12-2022,201," $4,345.47 ", $869.09 ,1,153,92%,46,0.07,237
3928,62,Male,Lake Troyview,Medium,03-11-2022, $309.85 ,Smartphone,4,03-07-2021,26-10-2021,483," $1,497.87 ", $374.47 ,3,203.67,10%,43,0.04,49
5511,41,Female,Ellisborough,Medium,04-05-2023, $277.07 ,Laptop,4,27-10-2022,27-12-2022,34," $2,730.98 ", $682.75 ,5,18.2,94%,47,0.07,304
1919,55,Female,North Caleb,Low,12-06-2023, $221.32 ,Smartwatch,3,29-04-2023,01-05-2023,54," $3,770.58 "," $1,256.86 ",6,-6.5,51%,38,0.04,530
5835,61,Female,South Jamesville,Medium,24-04-2023, $266.99 ,Camera,3,06-08-2022,09-06-2023,-132," $3,859.00 "," $1,286.33 ",6,36,52%,43,0.05,360
4162,28,Female,Rickyton,Low,26-10-2022, $345.18 ,Smartphone,4,03-12-2022,13-06-2023,-159," $1,954.53 ", $488.63 ,7,5.14,22%,7,0.03,165
1119,31,Female,Port Jackport,Medium,07-06-2023, $389.68 ,Smartwatch,5,15-06-2022,14-03-2023,-67," $3,463.44 ", $692.69 ,8,25.62,99%,23,0.03,209
3723,29,Male,Chrisfort,Low,16-07-2022, $119.12 ,Camera,3,09-11-2022,15-05-2023,-4," $2,585.63 ", $861.88 ,5,45.6,59%,34,0.01,432
5489,21,Female,East Angelaton,High,21-09-2022, $407.12 ,Smartwatch,4,21-03-2023,17-04-2023,-45, $899.63 , $224.91 ,7,6,35%,49,0.05,268
8466,43,Female,East Bryanfort,Low,22-12-2022, $306.60 ,Laptop,3,17-07-2021,21-03-2023,-62," $4,246.81 "," $1,415.60 ",10,69.3,50%,45,0.02,317
9853,56,Female,Lake Lauraview,Low,10-10-2022, $131.68 ,Smartphone,2,13-12-2022,13-01-2023,137," $1,928.67 ", $964.34 ,10,7.4,24%,21,0.04,588
4927,19,Female,Amandaland,Low,10-06-2023, $340.30 ,Camera,5,26-01-2023,28-03-2023,23," $1,765.45 ", $353.09 ,6,12.33,4%,35,0.04,157
4429,18,Male,Lake Christinaburgh,Low,25-04-2023, $153.25 ,Tablet,5,02-05-2023,08-05-2023,-27," $4,283.62 ", $856.72 ,8,-1.62,52%,20,0.09,212
3057,45,Female,North Jennifer,High,20-02-2023, $178.38 ,Tablet,5,10-11-2021,19-12-2022,182," $1,128.11 ", $225.62 ,2,259.5,80%,46,0.07,598
4197,26,Female,Lake Raymondmouth,High,07-12-2022, $93.29 ,Headphones,4,02-07-2021,18-04-2022,380," $3,028.02 ", $757.00 ,7,84.86,53%,34,0.01,292
7420,58,Male,Lake Mark,Low,12-06-2023, $402.58 ,Tablet,4,02-10-2022,08-02-2023,106," $3,115.00 ", $778.75 ,3,56,40%,12,0.08,341
6595,47,Female,Cathyview,Low,13-06-2023, $50.98 ,Smartwatch,1,06-03-2023,12-03-2023,80," $4,080.04 "," $4,080.04 ",5,19.6,46%,45,0.03,162
2324,50,Female,Carpenterburgh,Low,04-08-2022, $29.77 ,Tablet,3,03-09-2021,19-11-2022,115," $1,853.50 ", $617.83 ,9,67.44,5%,7,0.08,547
3720,40,Female,New Kurt,Medium,10-04-2023, $442.53 ,Smartphone,2,23-10-2022,03-11-2022,187," $3,223.54 "," $1,611.77 ",3,35,85%,17,0.03,136
3441,21,Female,East Lauraberg,Medium,03-06-2023, $498.16 ,Camera,3,24-11-2021,16-02-2023,-9," $3,474.07 "," $1,158.02 ",2,288.5,45%,47,0.04,242
2430,47,Female,Trevinomouth,Medium,14-03-2023, $249.13 ,Tablet,5,10-11-2022,16-05-2023,-12," $2,784.37 ", $556.87 ,1,182,29%,20,0.08,129
1621,49,Male,Lopezview,Low,21-07-2022, $491.23 ,Laptop,5,10-08-2022,13-05-2023,-21," $4,959.25 ", $991.85 ,3,48.67,43%,6,0.06,395
5017,54,Male,New Ambermouth,Low,08-10-2022, $220.30 ,Headphones,1,21-04-2023,03-05-2023,-34," $3,064.45 "," $3,064.45 ",9,3.56,53%,6,0.02,145
1371,41,Female,West Jonfort,Low,17-04-2023, $142.02 ,Laptop,3,21-01-2023,27-01-2023,29," $3,171.95 "," $1,057.32 ",8,16.75,85%,36,0.06,66
5463,52,Male,East Andrea,Low,23-09-2022, $186.16 ,Smartwatch,5,13-07-2022,14-08-2022,144, $989.33 , $197.87 ,8,26.25,29%,22,0.01,364
